version,1.7.0
info,balls_per_over,6
info,team,Pakistan
info,team,England
info,gender,male
info,season,2022/23
info,date,2022/11/13
info,event,ICC Men's T20 World Cup
info,venue,Melbourne Cricket Ground
info,city,Melbourne
info,toss_winner,England
info,toss_decision,field
info,player_of_match,SM Curran
info,umpire,HDPK Dharmasena
info,umpire,M Erasmus
info,reserve_umpire,PR Reiffel
info,tv_umpire,CB Gaffaney
info,match_referee,RS Madugalle
info,winner,England
info,winner_wickets,5
info,player,Pakistan,Mohammad Rizwan
info,player,Pakistan,Babar Azam
info,player,Pakistan,Mohammad Haris
info,player,Pakistan,Shan Masood
info,player,Pakistan,Iftikhar Ahmed
info,player,Pakistan,Shadab Khan
info,player,Pakistan,Mohammad Nawaz
info,player,Pakistan,Mohammad Wasim
info,player,Pakistan,Shaheen Shah Afridi
info,player,Pakistan,Haris Rauf
info,player,Pakistan,Naseem Shah
info,player,England,JC Buttler
info,player,England,AD Hales
info,player,England,PD Salt
info,player,England,BA Stokes
info,player,England,HC Brook
info,player,England,MM Ali
info,player,England,LS Livingstone
info,player,England,SM Curran
info,player,England,CR Woakes
info,player,England,CJ Jordan
info,player,England,AU Rashid
info,registry,people,AD Hales,92aeac25
info,registry,people,AU Rashid,249d60c9
info,registry,people,BA Stokes,e087956b
info,registry,people,Babar Azam,8a75e999
info,registry,people,CB Gaffaney,d5ac41d8
info,registry,people,CJ Jordan,ffe699c0
info,registry,people,CR Woakes,4c5d73db
info,registry,people,HC Brook,4ae1755b
info,registry,people,HDPK Dharmasena,323e4c16
info,registry,people,Haris Rauf,24bb1c2f
info,registry,people,Iftikhar Ahmed,29e253dd
info,registry,people,JC Buttler,99b75528
info,registry,people,LS Livingstone,50c6bc2b
info,registry,people,M Erasmus,15d3c895
info,registry,people,MM Ali,bb351c23
info,registry,people,Mohammad Haris,ff3f6fc1
info,registry,people,Mohammad Nawaz,3086f7a4
info,registry,people,Mohammad Rizwan,2f26ac1a
info,registry,people,Mohammad Wasim,9e9af5f2
info,registry,people,Naseem Shah,9c9af282
info,registry,people,PD Salt,3d284ca3
info,registry,people,PR Reiffel,c9354f29
info,registry,people,RS Madugalle,766b5798
info,registry,people,SM Curran,e94915e6
info,registry,people,Shadab Khan,9de62878
info,registry,people,Shaheen Shah Afridi,45a7e761
info,registry,people,Shan Masood,6843a783
ball,1,0.1,Pakistan,Mohammad Rizwan,Babar Azam,BA Stokes,0,1,,1,,,,"",""
ball,1,0.2,Pakistan,Mohammad Rizwan,Babar Azam,BA Stokes,0,1,1,,,,,"",""
ball,1,0.3,Pakistan,Mohammad Rizwan,Babar Azam,BA Stokes,0,0,,,,,,"",""
ball,1,0.4,Pakistan,Mohammad Rizwan,Babar Azam,BA Stokes,2,0,,,,,,"",""
ball,1,0.5,Pakistan,Mohammad Rizwan,Babar Azam,BA Stokes,0,0,,,,,,"",""
ball,1,0.6,Pakistan,Mohammad Rizwan,Babar Azam,BA Stokes,1,0,,,,,,"",""
ball,1,0.7,Pakistan,Babar Azam,Mohammad Rizwan,BA Stokes,0,0,,,,,,"",""
ball,1,0.8,Pakistan,Babar Azam,Mohammad Rizwan,BA Stokes,3,0,,,,,,"",""
ball,1,1.1,Pakistan,Babar Azam,Mohammad Rizwan,CR Woakes,0,1,1,,,,,"",""
ball,1,1.2,Pakistan,Babar Azam,Mohammad Rizwan,CR Woakes,0,0,,,,,,"",""
ball,1,1.3,Pakistan,Babar Azam,Mohammad Rizwan,CR Woakes,0,0,,,,,,"",""
ball,1,1.4,Pakistan,Babar Azam,Mohammad Rizwan,CR Woakes,1,0,,,,,,"",""
ball,1,1.5,Pakistan,Mohammad Rizwan,Babar Azam,CR Woakes,1,0,,,,,,"",""
ball,1,1.6,Pakistan,Babar Azam,Mohammad Rizwan,CR Woakes,1,0,,,,,,"",""
ball,1,1.7,Pakistan,Mohammad Rizwan,Babar Azam,CR Woakes,0,0,,,,,,"",""
ball,1,2.1,Pakistan,Babar Azam,Mohammad Rizwan,SM Curran,0,0,,,,,,"",""
ball,1,2.2,Pakistan,Babar Azam,Mohammad Rizwan,SM Curran,1,0,,,,,,"",""
ball,1,2.3,Pakistan,Mohammad Rizwan,Babar Azam,SM Curran,2,0,,,,,,"",""
ball,1,2.4,Pakistan,Mohammad Rizwan,Babar Azam,SM Curran,1,0,,,,,,"",""
ball,1,2.5,Pakistan,Babar Azam,Mohammad Rizwan,SM Curran,0,0,,,,,,"",""
ball,1,2.6,Pakistan,Babar Azam,Mohammad Rizwan,SM Curran,0,0,,,,,,"",""
ball,1,3.1,Pakistan,Mohammad Rizwan,Babar Azam,CR Woakes,6,0,,,,,,"",""
