version,1.7.0
info,balls_per_over,6
info,team,Afghanistan
info,team,Namibia
info,gender,male
info,season,2021/22
info,date,2021/10/31
info,event,ICC Men's T20 World Cup
info,match_number,27
info,venue,"Zayed Cricket Stadium, Abu Dhabi"
info,city,Abu Dhabi
info,toss_winner,Afghanistan
info,toss_decision,bat
info,player_of_match,Naveen-ul-Haq
info,umpire,Ahsan Raza
info,umpire,CB Gaffaney
info,reserve_umpire,RK Illingworth
info,tv_umpire,PR Reiffel
info,match_referee,J Srinath
info,winner,Afghanistan
info,winner_runs,62
info,player,Afghanistan,Hazratullah
info,player,Afghanistan,Mohammad Shahzad
info,player,Afghanistan,Rahmanullah Gurbaz
info,player,Afghanistan,Asghar Stanikzai
info,player,Afghanistan,Najibullah Zadran
info,player,Afghanistan,Mohammad Nabi
info,player,Afghanistan,Gulbadin Naib
info,player,Afghanistan,Karim Janat
info,player,Afghanistan,Rashid Khan
info,player,Afghanistan,Naveen-ul-Haq
info,player,Afghanistan,Hamid Hassan
info,player,Namibia,CG Williams
info,player,Namibia,M van Lingen
info,player,Namibia,JN Loftie-Eaton
info,player,Namibia,MG Erasmus
info,player,Namibia,ZE Green
info,player,Namibia,D Wiese
info,player,Namibia,JJ Smit
info,player,Namibia,JN Frylinck
info,player,Namibia,HN Ya France
info,player,Namibia,R Trumpelmann
info,player,Namibia,BM Scholtz
info,registry,people,Ahsan Raza,e0e5b209
info,registry,people,Asghar Stanikzai,88679525
info,registry,people,BM Scholtz,e85d03d6
info,registry,people,CB Gaffaney,d5ac41d8
info,registry,people,CG Williams,e16e7347
info,registry,people,D Wiese,aa8d28ae
info,registry,people,Gulbadin Naib,9f77963a
info,registry,people,HN Ya France,915264c2
info,registry,people,Hamid Hassan,093ae70b
info,registry,people,Hazratullah,5ea51c25
info,registry,people,J Srinath,bad31fac
info,registry,people,JJ Smit,bb134e5c
info,registry,people,JN Frylinck,3c87f0c3
info,registry,people,JN Loftie-Eaton,f468293b
info,registry,people,Karim Janat,62175638
info,registry,people,M van Lingen,7eb36269
info,registry,people,MG Erasmus,95a5e066
info,registry,people,Mohammad Nabi,62af8546
info,registry,people,Mohammad Shahzad,d6dcb0c9
info,registry,people,Najibullah Zadran,1212cbec
info,registry,people,Naveen-ul-Haq,c0c411cb
info,registry,people,PR Reiffel,c9354f29
info,registry,people,R Trumpelmann,ff6a7ab5
info,registry,people,RK Illingworth,20672246
info,registry,people,Rahmanullah Gurbaz,0bacade8
info,registry,people,Rashid Khan,5f547c8b
info,registry,people,Usman Ghani,e3829b2a
info,registry,people,ZE Green,8716233e
ball,1,0.1,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,0,0,,,,,,"",""
ball,1,0.2,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,4,0,,,,,,"",""
ball,1,0.3,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,0,1,1,,,,,"",""
ball,1,0.4,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,0,0,,,,,,"",""
ball,1,0.5,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,0,0,,,,,,"",""
ball,1,0.6,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,6,0,,,,,,"",""
ball,1,0.7,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,0,0,,,,,,"",""
ball,1,1.1,Afghanistan,Mohammad Shahzad,Hazratullah,JJ Smit,0,0,,,,,,"",""
ball,1,1.2,Afghanistan,Mohammad Shahzad,Hazratullah,JJ Smit,1,0,,,,,,"",""
ball,1,1.3,Afghanistan,Hazratullah,Mohammad Shahzad,JJ Smit,0,0,,,,,,"",""
ball,1,1.4,Afghanistan,Hazratullah,Mohammad Shahzad,JJ Smit,1,0,,,,,,"",""
ball,1,1.5,Afghanistan,Mohammad Shahzad,Hazratullah,JJ Smit,1,0,,,,,,"",""
ball,1,1.6,Afghanistan,Hazratullah,Mohammad Shahzad,JJ Smit,1,0,,,,,,"",""
ball,1,2.1,Afghanistan,Hazratullah,Mohammad Shahzad,D Wiese,1,0,,,,,,"",""
ball,1,2.2,Afghanistan,Mohammad Shahzad,Hazratullah,D Wiese,1,0,,,,,,"",""
ball,1,2.3,Afghanistan,Hazratullah,Mohammad Shahzad,D Wiese,0,0,,,,,,"",""
ball,1,2.4,Afghanistan,Hazratullah,Mohammad Shahzad,D Wiese,0,0,,,,,,"",""
ball,1,2.5,Afghanistan,Hazratullah,Mohammad Shahzad,D Wiese,0,0,,,,,,"",""
ball,1,2.6,Afghanistan,Hazratullah,Mohammad Shahzad,D Wiese,0,0,,,,,,"",""
ball,1,3.1,Afghanistan,Mohammad Shahzad,Hazratullah,R Trumpelmann,1,0,,,,,,"",""
ball,1,3.2,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,0,0,,,,,,"",""
ball,1,3.3,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,4,0,,,,,,"",""
ball,1,3.4,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,0,0,,,,,,"",""
ball,1,3.5,Afghanistan,Hazratullah,Mohammad Shahzad,R Trumpelmann,4,0,,,,,,"",""
